@relation plural
@attribute frequency NUMERIC
@attribute p1 {+, +l, +r, -, =, =l, =v, J, N, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, b, bl, br, d, dl, dm, dn, dr, f, fl, fr, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, n, p, pj, pl, pn, pr, ps, pt, r, s, s=, sf, sk, skl, skr, sl, sm, sp, st, stj, str, sv, t, tl, tn, tr, v, vj, x, z}
@attribute p2 {#, &, ), -, /, 0, 1, 2, 6, @, B, E, I, O, U, W, X, Y, a, e, i, o, q, u, y, |, ~}
@attribute p3 {+, -, =, =t, J, N, Nk, Nkt, Ns, Nst, Nt, S, d, f, f=, fs, ft, k, ks, kst, kt, l, l=, lS, lf, lfs, lk, lks, lm, lp, lps, lpst, ls, lst, lt, lx, m, m+, m=, mf, mp, ms, mt, n, n=, nJ, nS, nd, nf, nf=, nft, ns, nst, nt, ntl, nx, p, ps, pst, pt, r, r=, rS, rf, rk, rkt, rl, rm, rn, rnst, rp, rpst, rs, rst, rt, rx, s, sp, st, t, x, x=, xs, xst, xt}
@attribute p4 {+, +l, +r, -, =, =l, =v, J, N, Nl, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, _m, b, bl, br, d, dl, dn, dr, f, fj, fl, fr, ft, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, ml, n, p, pl, pn, pr, ps, r, s, s=, sf, sk, skr, skv, sl, sn, sp, sr, st, str, sv, t, tl, tn, tr, tv, v, vj, vr, x, xl, z, zn} 
@attribute p5 {#, $, &, ), /, 0, 4, @, B, E, I, O, U, W, X, Y, ^, a, e, i, o, q, u, y, (, |, ~}
@attribute p6 {+, -, =, J, N, Nk, Nks, Nkt, Nst, S, Z, _, b, f, ft, k, ks, kst, kt, l, l=, lf, lk, lm, lp, lps, ls, lst, lt, lx, m, m+, mS, mf, mp, mps, ms, mt, n, n=, nJ, nS, nd, nf, nft, ns, nst, nt, nx, p, ps, pst, pt, r, r=, r=t, rS, rf, rft, rk, rkt, rl, rm, rn, rp, rpst, rpt, rs, rst, rt, rx, s, sk, st, t, v, x, x=, xt}
@attribute gender {-, F, FM, FN, M, MF, MN, N, NF, NM}
@attribute class {-, U, Ue, Uer, e, en, er, s}

@data
364,tr,O,-,l,@,-,F,en
0,v,U,r,=,@,l,F,en
0,k,B,s,t,I,k,F,en
2,b,u,-,d,@,-,F,en
1,-,a,-,n,@,-,F,en
0,-,-,-,k,|,-,F,s
4,-,-,-,m,o,n,M,e
0,z,i,-,-,o,n,F,en
2,t,B,x,b,o,t,N,e
2,-,O,r,dn,U,N,F,en
0,l,a,t,-,|,l,N,e
11,bl,W,p,z,@,l,N,-
260,-,-,-,h,E,lt,M,en
0,p,&,-,p,I,st,M,en
0,-,o,-,z,@,-,F,en
20,n,i,-,-,E,l,N,e
1,n,i,-,-,@,-,F,en
1,d,@,-,v,&,nt,F,Ue
2,t,a,-,t,O,r,M,en
0,-,-,-,br,i,-,M,-
29,d,@,n,h,W,t,F,en
0,Str,u,-,d,@,l,M,-
0,t,i,-,r,U,N,F,en
0,r,U,Ns,f,&,l,M,Ue
59,h,e,r,d,@,-,F,en
1,tr,i,-,n,@,-,F,en
2,kn,o,-,t,U,N,F,en
17,t,@,r,x,@,n,N,-
2,br,B,t,kl,W,t,N,er
4,l,W,-,-,@,-,F,en
0,r,O,-,t,i,n,N,e
1,k,O,l,b,@,n,M,-
1,=,i,-,-,o,n,F,en
20,gr,U,nt,St,W,n,M,e
3,+,W,-,f,@,-,F,en
8,-,e,-,m,@,-,F,en
16,-,-,-,r,U,m,M,s
161,-,-,-,b,&,nt,M,Ue
14,s,i,-,-,o,n,F,en
6,Sl,Y,-,s,@,l,M,-
7,d,U,Ns,kr,&,ft,F,Ue
0,-,o,-,d,@,-,F,en
22,h,e,-,r,O,lt,M,e
7,fl,u,k,=,X,k,N,e
2,fl,a,-,Z,@,-,F,en
5,pr,&,-,N,@,r,M,-
0,t,i,r,St,Y,k,N,e
0,v,Y,r,=,@,-,F,en
0,z,i,-,r,U,N,F,en
11,St,B,-,-,U,N,F,en
9,Sl,i,-,s,U,N,F,en
0,=,i,-,-,o,n,F,en
96,d,I,-,N,U,N,F,en
0,d,U,Ns,k,&,m+,M,Ue
2,r,U,s,l,&,nt,N,Uer
2,k,&,r,t,@,-,F,en
34,St,U,n,d,@,-,F,en
0,v,e,rt,br,i,f,M,e
7,d,@,-,r,@,r,M,-
21,v,&,r,t,@,-,F,en
64,gn,e,t,f,E,lt,N,er
0,z,y,-,n,U,N,F,en
236,-,-,-,kr,X,=,N,e
0,p,e,=,-,&,kt,M,e
0,S,&,lt,j,a,r,N,e
0,v,a,-,t,o,r,M,en
0,t,o,-,t,e,k,F,en
0,b,o,-,r,a,t,N,e
6,tr,E,-,n,U,N,F,en
0,z,i,-,t,),t,F,en
4,v,a,r,h,W,t,F,en
20,Str,a,-,f,@,-,F,en
0,kl,B,-,b,@,r,M,-
2,l,o,-,g,@,-,M,en
5,h,E,f,t,@,r,M,-
2,t,@,-,l,W,-,F,en
1,r,E,-,s,@,-,N,en
2,v,a,-,Str,o,m,M,Ue
16,S,I,x,t,@,-,F,en
0,z,i,-,b,I,lt,N,er
519,-,-,-,gr,a,f,M,en
0,v,&,nt,S,&,ft,F,en
54,b,I,s,t,u,m,N,Uer
0,fl,&,-,g,@,-,F,en
11,kr,i,-,z,@,-,F,en
34,gr,&,-,f,i,-,F,en
0,Sp,i,l,v,E,rk,N,e
0,v,E,-,l,@,-,F,en
0,g,@,-,b,u,rt,F,en
2,f,o,-,n,I,st,M,en
321,Spr,E,-,x,U,N,F,en
0,f,E,x,t,@,r,M,-
1,-,-,-,-,U,lk,M,e
0,k,&,-,n,e,l,M,e
5,St,a,-,t,I,k,F,en
28,-,-,-,r,e,-,N,e
1,Str,a,-,s,@,-,F,en
11,x,o,-,z,@,-,F,en
2,=,Y,n,d,U,N,F,en
132,k,o,-,l,@,-,F,en
1,v,E,k,sl,U,N,F,en
0,-,&,-,+,@,l,M,U
2,-,&,n,St,o,s,M,Ue
0,-,E,r,b,@,-,M,en
2,n,E,k,t,a,r,M,e
2,l,E,p,s,i,-,F,en
1,m,&,l,g,a,m,N,e
23,k,e,-,g,@,l,M,-
0,=,i,-,-,o,n,F,en
262,=,i,-,-,o,n,F,en
5,f,o,-,l,@,n,N,-
1,=,E,-,l,@,r,M,-
0,l,@,r,v,&,nt,F,Ue
5,l,&,-,s,U,N,F,en
1810,-,B,-,g,@,-,N,en
22,-,-,-,m,&,rS,F,en
1,v,&,-,x,@,-,F,en
0,kl,I,p,f,I,S,M,e
10,l,o,-,r,i,-,F,en
1,+,E,-,N,@,r,M,-
0,d,U,s,tr,i,-,F,en
51,-,y,-,b,@,l,N,-
194,k,U,-,r,E,n=,F,en
301,g,@,n,t,W,l,N,e
3,k,o,-,S,E,k,M,s
1,n,e,-,z,@,-,M,en
2,=,i,-,-,o,n,F,en
8,v,E,-,l,@,-,F,en
0,f,&,l,S,U,=,M,e
256,d,i,-,-,U,m,N,en
862,S,i,-,n,@,-,F,en
26,-,-,-,p,&,xt,F,en
4,=,i,-,-,o,n,F,en
6,Sl,U,s,kr,&,ft,F,Ue
1,v,a,-,r,@,-,F,en
2,v,o,-,l,q,-,M,s
1,k,B,f,m,&,n,M,Uer
54,r,O,-,l,@,-,F,en
56,-,B,-,-,@,-,F,en
23,kn,W,-,p,@,-,F,en
3,b,o,-,t,@,-,M,en
0,t,@,r,St,Y,k,N,e
558,g,e,-,gn,@,r,M,-
1,l,e,-,m,E,nt,N,e
0,k,@,r,br,o,t,N,e
1,h,E,n,d,@,r,M,-
49,v,I,r,b,@,l,M,-
5,l,&,-,t,i,f,N,e
333,-,-,-,S,E,f,M,s
0,t,i,f,b,I,lt,N,er
0,g,&,-,m,i,-,F,en
1,=,@,n,St,I,x,M,e
0,dr,I,x,k,W,t,F,en
39,b,I,r,n,@,-,F,en
49,S,i,-,n,@,-,F,en
0,r,O,l,k,u,r,F,en
1,m,E,-,s,@,r,N,-
1,-,E,r,v,W,s,M,e
110,-,-,-,b,O,rt,M,e
2,f,o,r,m,E,nS,M,en
1,m,&,rk,t,U,N,F,en
0,f,i,-,b,@,r,F,en
1,h,o,x,z,e,-,F,en
111,-,U,m,g,&,N,M,Ue
1,v,a,-,t,O,r,M,en
0,r,I,x,t,@,r,M,-
8,n,a,-,f,@,r,F,en
1,z,i,-,r,U,N,F,en
6,m,i,-,-,@,-,F,en
1,S,W,-,s,@,r,M,-
0,d,i,-,n,@,r,M,-
3,v,E,lt,m,&,n,M,Uer
583,kr,&,-,t,i,-,F,en
0,-,&,r,b,W,t,M,en
0,h,I,r,t,I,n,F,en
9,-,-,-,f,I,Nk,M,en
95,-,-,-,h,W,m,N,e
202,-,B,s,v,a,l,F,en
413,b,y,-,r,o,-,N,s
31,m,E,-,N,@,-,F,en
5,-,W,-,z,@,n,N,-
0,p,I,-,m,@,l,M,-
36,kl,a,r,h,W,t,F,en
12,-,W,k,n,I,s,N,e
22,k,o,-,l,@,-,F,en
0,r,&,-,z,o,l,N,s
0,str,u,-,m,E,nt,N,e
1,g,@,n,St,&,nt,M,Ue
4,l,i,-,t,),t,F,en
4,t,@,n,m,&,rk,F,-
1,d,@,s,j,a,r,N,e
7,=,i,-,-,o,n,F,en
0,b,o,-,g,@,n,M,-
20,l,W,s,t,U,N,F,en
36,p,o,-,t,E,n=,F,en
1,-,-,-,fr,o,n,F,en
0,fr,U,x,t,U,N,F,en
1,m,@,-,gr,a,t,M,e
1,r,W,-,-,@,n,M,-
84,v,W,s,h,W,t,F,en
17,f,@,r,bl,&,t,N,Uer
2,v,&,r,t,@,-,F,en
1,-,&,r,b,W,t,F,en
11,k,&,r,t,@,-,F,en
1141,-,-,-,v,O,rt,N,Uer
3,z,i,-,-,o,n,F,en
10,b,e,-,z,@,n,M,-
0,r,Y,-,k,@,n,M,-
12,t,/,l,p,@,l,M,-
12,v,a,-,g,@,n,M,-
0,b,@,-,r,@,r,M,-
351,d,i,-,-,@,n,N,-
4,Spr,I,-,=,@,-,F,en
0,f,O,r,S,@,r,M,-
3,z,u,-,x,@,n,N,-
56,z,E,-,=,U,N,F,en
0,d,i,-,n,@,-,F,en
0,j,E,k,t,i,f,N,e
114,h,o,x,=,W,t,F,en
94,v,o,-,r,i,t,M,en
3,z,i,-,t,|,r,M,e
3,=,i,-,-,o,n,F,en
5,h,e,-,b,@,l,M,-
0,z,I,m,p,@,rl,N,en
1,d,@,-,r,W,-,F,en
6,z,I,-,gn,a,l,N,e
16,l,E,Nk,r,a,t,N,Uer
0,d,I,x,t,@,r,M,-
0,+l,&,n,=,@,-,F,en
57,f,o,r,v,&,nt,M,Ue
11,h,e,r,d,@,-,F,en
0,r,&,-,b,u,-,M,s
40,n,o,-,d,@,-,F,en
54,m,&,n,d,|,r,M,e
13,=,i,-,-,o,n,F,en
0,t,a,-,r,I,st,M,en
3,l,i,-,t,),t,F,en
2,kv,&,s,t,@,-,F,en
4,p,&,-,l,&,st,M,Ue
25,S,U,-,p,@,n,M,-
1,k,O,-,p,@,l,F,en
0,v,O,l,k,@,-,F,en
0,kr,&,m,p,@,n,M,-
223,l,&,nt,S,&,ft,F,en
1,fl,E,-,x,@,-,F,en
0,d,@,-,r,I,n,F,en
1,f,@,-,l,W,-,F,en
3,pr,o,-,gr,&,m,N,e
10,S,&,-,k,a,l,M,e
6,-,&,-,Nl,@,r,M,-
0,t,E,x,n,I,k,F,en
2,-,E,-,g,@,-,F,en
3,Sm,i,-,r,@,-,F,en
0,b,@,-,r,W,-,F,en
0,f,E,n,st,@,r,N,-
14,r,Y,k,f,&,l,M,Ue
9,-,@,n,-,a,r=t,M,Ue
0,k,&,nt,St,W,n,M,e
4,Sn,I,-,=,@,r,M,-
0,t,@,r,m,&,n,M,Uer
1,l,U,Ns,f,O,rm,F,en
6,Sl,Y,k,x,@,n,N,-
1,r,I,x=,=,i,l,N,e
609,g,@,-,z,I,xt,N,er
15,t,@,-,r,U,N,F,en
0,S,U,-,p,U,N,F,en
2,t,E,-,t,@,-,F,en
1,-,a,-,dl,@,r,M,-
10,l,o,-,Z,@,-,F,en
4,z,&,x,b,u,x,N,Uer
4,Str,a,-,s,@,-,F,en
8,b,@,-,h,E,lf,M,e
4,-,&,n,f,&,l,M,Ue
0,=,Y,n,d,U,N,F,en
2,gn,o,-,m,i,-,F,en
0,n,i,-,-,@,-,F,en
1,r,|,s,t,U,N,F,en
2,-,o,ns,S,E,f,M,s
0,-,o,-,gr,&,m,N,e
2,St,&,-,k,e,t,N,e
2,S,i,-,n,@,-,F,en
3,br,E,-,x,@,r,M,-
2,z,E,-,=,U,N,F,en
0,k,E,-,m,@,r,M,-
10,g,@,-,t,y,m,N,e
1,St,I,-,m,U,N,F,en
2065,-,-,-,m,W,-,M,e
48,-,-,-,-,e,r=,N,e
0,n,o,-,=,I,st,M,en
0,gr,u,-,b,@,-,F,en
83,h,W,=,-,|,l,N,e
3,f,a,r=,=,W,t,F,en
0,g,@,-,v,I,xt,N,e
0,=,i,-,-,o,n,F,en
0,pr,E,-,s,@,-,F,en
3,z,W,-,t,@,-,F,en
5,l,X,-,f,@,r,M,-
1,d,i,-,-,U,m,N,en
83,-,-,-,=,B,n,M,Ue
0,Str,E,-,k,U,N,F,en
1,-,-,-,kv,&,rt,N,e
0,br,u,-,d,@,r,M,U
38,m,i,-,n,E,n=,F,en
3,r,o,-,l,I,N,M,e
2,f,E,rn,v,e,-,N,e
15,r,a,-,b,@,-,M,en
1,f,a,-,r,@,r,M,-
0,tr,U,-,p,@,-,F,en
17,k,U,-,p,@,l,F,en
0,m,u,-,l,a,r,N,e
0,n,a,s,t,u,x,N,Uer
0,t,@,n,b,&,Nk,F,Ue
0,t,i,rs,fr,B,-,F,en
11,-,-,-,St,B,-,M,s
0,v,E,r,n,@,-,F,en
415,l,I,-,x,U,N,F,en
80,-,-,-,b,U,S,M,Ue
0,Str,X,-,n,@,r,M,-
21,j,o,-,g,U,rt,MN,s
18,Sp,i,-,g,@,l,M,-
28,-,-,-,r,B,S,M,Ue
5,v,a,-,t,O,r,M,en
8,-,&,-,p,O,l,M,s
0,kr,o,-,m,a,t,M,en
1,g,@,-,z,&,N,M,Ue
8,-,-,-,sv,I,N,M,s
5,St,a,=,f,O,lk,N,Uer
10,St,E,-,t,@,-,F,en
36,=,i,-,-,a,l,N,e
8,g,e,-,b,U,N,F,en
0,l,y,-,z,@,-,F,en
10,k,@,n,b,&,l,M,Ue
100,-,o,-,n,i,r,M,e
21,-,O,r,d,@,r,F,en
46,v,o,n,-,O,rt,M,e
3,N,@,r,b,U,nt,M,Ue
3,-,u,r,Sr,I,ft,F,en
0,S,&,nt,fl,E,k,M,e
0,k,&,s,t,@,n,M,U
1,v,o,-,n,U,N,F,en
4,-,-,-,Sl,W,m,M,e
4,kr,e,-,d,i,t,M,e
4,d,a,-,t,i,f,M,e
18,z,&,=,gl,i,t,N,er
0,z,e,-,r,U,m,N,en
49,tr,i,-,b,u,t,N,e
377,f,E,r,k,B,f,M,Ue
245,fr,i,t,h,o,f,M,Ue
22,t,i,f,pl,a,n,M,e
10,f,a,n,d,U,N,F,en
4,v,E,k,s,@,l,M,-
0,r,&,s,l,@,r,M,-
1,p,@,n,t,i,r,N,e
7,-,U,n,g,W,st,M,er
0,=,),l,m,a,s,N,e
0,d,@,r,Str,B,x,M,Uer
10,-,-,-,k,E,mp,N,s
1,d,@,r,St,a,p,M,Ue
340,m,e,-,t,&,l,N,e
27,v,i,-,t,),t,F,en
6,v,a,-,g,@,n,M,-
0,kn,O,-,x,@,n,M,-
11,b,W,xt,St,u,l,M,Ue
6,t,@,-,r,B,m,M,Ue
0,St,I,-,m,U,N,F,en
4,-,E,s,t,I,S,M,e
0,S,a,-,l,@,-,F,en
5,=,Y,x,t,@,r,M,-
16,Spr,U,-,x,U,N,F,en
1,s,i,-,-,q,s,F,en
30,r,e,-,d,U,N,F,en
21,b,W,=,St,i,l,M,e
0,fl,U,s,h,a,n,M,Ue
0,-,e,-,d,I,kt,N,e
1003,b,@,-,r,W,x,M,e
4,S,I,x,t,@,-,F,en
84,f,E,r,br,B,x,M,Ue
0,f,@,-,l,W,-,F,en
0,kr,o,-,n,@,-,F,en
3,l,a,-,n,@,r,M,-
0,tr,B,-,-,U,N,F,en
0,=,i,-,-,@,r,M,-
0,m,U,-,t,@,r,F,U
0,St,X,-,b,U,N,F,en
0,br,U,-,n,@,n,M,-
1,-,/,f,n,@,r,M,-
0,f,@,ls,br,u,t,F,en
0,h,&,r,f,@,-,F,en
1,l,B,-,g,@,-,F,en
6,m,i,-,b,&,nt,N,Uer
0,St,&,-,N,@,-,F,en
0,S,i,-,St,O,k,M,Ue
0,t,@,-,r,U,N,F,en
2,n,i,-,-,U,m,N,en
11,St,&,nt,b,I,lt,N,er
20,r,E,x,n,U,N,F,en
0,pr,I,x,k,W,t,F,en
1,St,E,-,l,U,N,F,en
24,Str,u,-,d,@,l,M,-
573,l,a,-,g,@,-,F,en
4,tr,a,-,g,U,N,F,en
2,g,@,-,S,E,ft,N,e
67,-,-,-,-,u,-,N,-
0,p,I,-,l,@,-,F,en
1,m,i,-,n,@,-,F,en
60,b,Y,n,d,@,l,N,-
3,Str,a,-,s,@,-,F,en
39,g,a,-,b,@,-,F,en
0,St,|,-,b,@,r,M,-
35,Sv,e,r,kr,&,ft,F,Ue
0,St,X,-,-,@,r,F,en
0,l,e,-,d,@,r,N,-
0,k,o,-,l,o,-,M,s
653,-,i,-,d,e,-,F,en
37,m,i,=,h,B,s,N,Uer
1,m,&,n,S,&,ft,F,en
6,t,B,-,b,@,r,M,-
1,t,a,-,f,@,l,F,en
45,f,i,-,r,@,r,M,-
30,x,i,-,r,U,rk,M,en
0,-,E,n,t,I,st,M,en
701,-,-,-,-,&,mt,N,Uer
2,-,i,-,d,e,-,F,en
2,t,i,-,=,@,-,M,en
0,-,@,rn,br,o,t,N,e
0,=,i,-,-,o,n,F,en
1,m,I,-,t,@,l,N,-
0,f,@,-,r,I,n,F,en
0,z,O,l,d,a,t,M,en
2,m,o,n,t,a,k,M,e
8,f,E,r,Sl,U,s,M,Ue
1,dr,U,ks,k,U,nst,F,Ue
0,dr,e,-,-,U,N,F,en
1,t,I,x,k,W,t,F,en
30,k,),-,f,@,r,M,-
6,b,@,r,Sm,i,t,M,e
8,Sn,E,l,=,u,k,M,Ue
353,tr,O,-,m,@,l,F,en
1,t,@,rs,j,a,r,N,e
1,n,i,-,-,@,-,F,en
28,b,u,-,z,@,n,M,-
25,n,i,-,k,@,r,M,-
5,z,e,-,gl,@,r,M,-
1,k,u,-,l,a,r,N,e
0,s,i,-,-,e,-,M,s
23,t,W,-,l,U,N,F,en
0,-,&,n,=,u,k,M,Ue
16,m,o,-,S,e,-,F,en
112,-,-,-,f,U,nt,M,e
0,=,i,-,-,U,N,F,en
0,f,o,-,b,i,-,F,en
0,l,I,n,d,@,r,M,-
4,g,e,-,b,@,r,M,-
18,-,q,-,s,@,-,F,en
15,b,u,-,x,U,N,F,en
6,l,B,f,p,&,s,M,Ue
2,v,E,st,f,I,lm,M,e
1,r,E,-,n,@,n,N,-
202,-,-,-,k,o,l,M,e
0,v,E,=,St,a,l,M,Ue
0,m,I,-,t,@,l,N,-
47,d,@,-,r,U,N,F,en
20,t,e,-,r,i,-,F,en
1,r,i,-,k,@,r,M,-
0,d,@,-,r,U,N,F,en
1,d,@,-,r,U,N,F,en
0,pr,E,-,s,@,-,F,en
249,-,-,-,fl,U,s,M,Ue
1,-,&,p,=,u,k,M,Ue
0,k,@,l,b,&,nt,N,Uer
0,t,i,-,n,E,n=,F,en
0,tr,E,-,n,U,N,F,en
0,t,I,-,S,I,st,M,en
19,=,i,-,-,o,n,F,en
0,f,E,r,b,o,t,N,e
0,=,i,-,-,o,n,F,en
1,d,i,-,k,E,p,N,s
2,t,@,-,r,i,-,F,en
5,x,@,-,r,U,N,F,en
0,l,W,s,t,U,N,F,en
0,r,u,-,dr,@,r,M,-
22,b,i,-,l,a,r,M,e
0,Z,i,r,gl,W,s,N,e
5,t,@,ls,m,&,n,M,Uer
0,pr,o,-,gr,&,m,N,e
6,g,&,n=,h,W,t,F,en
2,z,I,-,gm,a,-,N,s
14,t,&,s,t,@,-,F,en
0,b,Y,r,st,@,-,F,en
20,b,@,nt,br,o,t,N,e
2,-,e,-,bl,o,-,M,s
0,p,&,-,r,a,t,M,e
0,br,u,-,d,@,r,M,U
576,t,O,x,t,@,r,F,U
7,k,E,-,=,@,r,M,-
80,k,E,m,+,U,N,F,en
4,z,@,-,g,E,lt,N,er
4,=,@,n,d,i,nst,M,e
2,z,e,-,m,&,xt,F,Ue
6,Sn,E,l,l,B,f,M,Ue
980,-,-,-,v,a,l,F,en
0,b,o,-,d,@,n,M,U
1,f,E,-,s,O,r,M,en
0,-,&,n,z,&,=,M,Ue
2,-,-,-,tr,0,-,M,s
4,k,I,r,x,@,-,F,en
11,=,W,-,x,@,n,N,-
0,t,&,N,g,E,ns,M,-
19,S,I,x,t,@,-,F,en
20,d,E,r,b,i,-,N,s
3,r,a,-,t,U,N,F,en
3,b,o,-,d,@,n,M,U
1894,St,U,n,d,@,-,F,en
7,z,E,r,t,|,r,M,e
0,pr,o,-,l,&,ps,M,e
12,-,-,-,k,E,lx,M,e
0,n,@,n,Str,o,m,M,Ue
2,g,@,-,v,&,nt,N,Uer
52,z,a,-,t,O,r,M,en
0,N,@,n,kr,e,ps,M,e
32,k,E,nt,n,I,s,F,e
0,-,-,-,v,I,r=,M,e
3,St,I,f,t,@,r,M,-
1,l,a,-,g,@,-,F,en
2,v,i,-,t,),t,F,en
22,S,i,-,n,@,-,F,en
0,l,@,n,b,a,t,N,Uer
2,r,y,-,r,@,r,M,-
0,d,i,-,r,U,N,F,en
0,z,i,-,t,O,r,M,en
0,f,e,-,g,@,r,M,-
17,h,&,nt,f,O,l,F,-
4,d,I,-,g,U,N,F,en
1,f,a,-,k,i,r,M,e
1,v,e,-,-,U,N,F,en
0,z,i,-,t,i,f,N,e
70,=,I,n,z,U,N,F,en
0,l,@,r,S,&,ft,F,en
0,t,E,-,n,@,-,F,en
0,r,I,sp,x,@,n,N,-
17,g,@,-,b,W,n,N,e
382,d,E,n,d,@,-,F,en
9,k,E,l,t,@,-,M,en
4,g,e,-,b,@,r,M,-
43,d,U,rx,br,U,x,M,Ue
0,Sv,I,-,N,@,l,M,-
53,-,-,-,S,&,xt,M,Ue
0,f,E,rs,k,U,nst,F,Ue
2,t,o,-,r,I,k,F,en
6,k,E,nt,n,I,s,N,e
37,-,U,m,t,B,S,M,e
78,n,X,-,v,a,l,F,en
4,r,U,Ns,f,&,l,M,Ue
7,k,O,n,v,X,-,M,s
48,Sp,i,l,pl,a,n,M,Ue
0,-,I,m,+,U,N,F,en
2,-,B,f,g,U,s,M,Ue
0,tr,X,p,x,@,n,N,-
44,p,O,n,d,E,n=,F,en
21,Str,X,-,-,U,N,F,en
5,n,&,-,m,E,nt,N,e
14,d,U,s,tr,i,-,F,en
2,-,&,s,p,E,kt,M,e
0,f,@,l,v,W,n,M,e
0,g,@,-,St,&,lt,F,en
1,t,@,r,-,&,mt,N,Uer
5,l,I,x,k,W,t,F,en
175,S,|,n,h,W,t,F,en
0,l,i,-,r,U,N,F,en
0,p,@,n,br,i,f,M,e
17,fr,W,-,t,a,k,M,e
1,=,i,-,-,o,n,F,en
0,t,W,-,l,@,r,M,-
0,br,O,-,k,@,n,M,-
0,s,@,-,h,U,nt,M,e
0,S,o,-,n,@,r,M,-
0,S,e,-,k,@,l,M,-
0,t,@,r,b,E,t,N,en
1,b,@,-,r,I,n,F,en
4,b,@,n,t,I,S,M,e
90,g,@,-,S,O,s,N,e
0,m,W,s,t,@,r,M,-
18,l,i,-,-,a,r,N,e
0,p,@,-,l,U,N,F,en
2,f,a,-,t,O,r,M,en
1,h,y,-,m,@,n,N,-
21,k,O,m,n,I,s,N,e
22,p,&,t,r,o,n,M,e
0,-,-,-,Sr,&,t,M,e
4,t,),-,t,@,r,M,-
0,tr,a,k,h,O,l=,N,Uer
93,m,I,-,t,@,l,N,-
16,b,o,-,g,@,n,M,-
6,=,X,-,g,U,N,F,en
0,k,@,-,br,o,t,N,e
1,d,a,-,Z,@,-,F,en
2,-,-,-,kv,&,nt,N,en
31,Str,a,-,s,@,-,F,en
1,t,O,l,h,B,s,N,Uer
5,t,i,-,r,U,N,F,en
0,l,@,-,r,W,-,F,en
18,b,B,-,k,U,nst,F,Ue
364,-,-,-,r,E,st,M,er
3,l,e,p,t,a,k,M,e
0,St,I,-,m,@,-,F,en
5,l,&,nt,g,u,t,N,Uer
3,d,@,-,r,U,N,F,en
0,h,|,r,d,@,-,F,en
0,S,E,xt,l,W,n,N,-
0,v,q,-,s,@,-,F,en
108,-,-,-,-,e,-,N,-
53,l,@,-,r,I,n,F,en
55,=,i,-,-,o,n,F,en
6,m,e,-,k,o,r,N,-
4,r,E,k,t,O,r,M,en
33,m,@,-,r,U,N,F,en
10,St,E,-,t,@,-,F,en
4,kv,&,r,t,i,r,N,e
0,S,),-,k,@,l,M,-
9,-,&,-,m,i,-,F,s
4,-,o,-,z,@,-,M,en
0,Z,@,-,l,e,-,N,s
12,v,W,-,z,U,N,F,en
0,Sn,e,-,g,&,ns,F,Ue
1,k,a,-,r,I,n,F,en
1,v,W,-,z,U,N,F,en
0,k,&,n,t,@,l,M,-
0,t,@,r,k,I,nt,N,er
49,g,@,-,r,I,xt,N,e
3,b,@,-,z,u,x,M,e
0,-,&,p,dr,U,k,M,e
18,Sl,X,-,d,@,r,F,en
3,t,y,-,d,@,-,F,en
1,p,I,s,m,U,s,M,en
0,f,&,-,k,@,l,F,en
35,l,X,x,t,U,N,F,en
0,v,W,-,t,U,N,F,en
7,n,i,-,-,@,-,F,en
389,j,U,-,N,@,-,N,en
1,g,@,-,=,W,t,F,en
5,-,/,rt,x,@,n,N,-
3,m,I,-,t,@,l,N,-
0,f,o,-,g,@,l,M,U
0,r,&,-,b,I,st,M,en
1,Spr,U,xs,r,E,xt,N,e
1,b,u,x,f,I,Nk,M,en
9,Spr,U,Ns,l,&,nt,N,Uer
0,S,W,-,b,@,-,F,en
66,g,@,-,z,&,N,M,Ue
0,f,u,-,g,U,N,F,en
0,d,E,-,k,@,-,F,en
0,S,E,m,p,u,n,N,s
0,r,W,-,g,&,rn,N,e
0,p,e,-,t,@,r,M,-
3,=,@,-,l,U,N,F,en
8,f,&,-,s,U,N,F,en
0,z,i,-,r,@,r,M,-
10,f,o,r,m,U,nt,M,e
47,h,&,f,t,U,N,F,en
5,n,i,-,-,@,-,F,en
1,r,i,-,k,@,r,M,-
0,l,Y,f,t,@,r,M,-
3,l,a,-,g,@,-,F,en
0,m,&,-,p,@,-,F,en
0,f,@,l,k,i,s,M,e
0,tr,o,st,Spr,U,x,M,Ue
33,l,a,-,g,@,-,F,en
65,v,i,-,r,U,N,F,en
0,r,B,-,f,@,r,M,-
2,r,e,-,l,I,N,F,s
35,=,i,-,-,o,n,F,en
41,f,E,r,tr,a,k,M,Ue
26,Sr,W,-,t,U,N,F,en
1,br,a,-,x,@,-,F,en
2,g,@,n,h,W,t,F,en
8,f,E,r,-,W,n,M,e
1110,-,&,r,b,W,t,F,en
0,m,e,-,t,@,r,N,-
1,l,@,r,S,E,k,M,s
22,St,E,-,l,U,N,F,en
32,b,I,lt,n,I,s,N,e
4,t,i,-,k,U,m,N,en
14,Sv,E,s,t,@,r,F,en
11,b,I,r,g,@,-,N,-
2,z,O,-,m,@,r,M,-
