@relation past-tense
@attribute frequency NUMERIC
@attribute p1 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p2 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p3 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p4 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p5 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p6 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p7 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p8 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p9 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute class { IRREG-aI-aU.,  IRREG-aI-eI.,  IRREG-aI-I.,  IRREG-aI-O:., IRREG-aI-O.,  IRREG-aI-u:.,  IRREG-aI-@U.,  IRREG-aI-V.,  IRREG-CONV., IRREG-@+d.,  IRREG-d-t.,  IRREG-E-&.,  IRREG-eI-u:.,  IRREG-eI-@U., IRREG-eI-U.,  IRREG-E-O.,  IRREG-E@-O:.,  IRREG-I-&.,  IRREG-i:-E., IRREG-i:-E+d.,  IRREG-I-eI.,  IRREG-i:-E+t.,  IRREG-i:-O:., IRREG-i:-@U.,  IRREG-I-U.,  IRREG-I-V.,  IRREG-@+ked.,  IRREG-O:-E., IRREG-OTHER.,  IRREG-O-u.,  IRREG-O:-u:.,  IRREG-@-s+ed.,  IRREG-@+t., IRREG-@U-E.,  IRREG-@U-ju:.,  IRREG-u:-O.,  IRREG-u:-@U., IRREG-@U-u:.,  IRREG-&-V.,  IRREG-V-&.,  IRREG-V-eI.,  REG.}

@data
22,=,=,=,=,I,m,p,aU,nd,REG.
92,p,O,=,v,@,=,r,I,S,REG.
36,=,I,m,pr,E,g,n,eI,t,REG.
689,=,=,=,=,I,m,pr,E,s,REG.
69,=,=,=,=,I,m,pr,I,nt,REG.
190,=,I,m,pr,I,=,zn#,=,=,REG.
1685,=,=,=,=,I,m,pr,u:,v,REG.
66,=,I,m,pr,@,=,v,aI,z,REG.
10,=,=,=,=,I,m,pj,u:,n,REG.
30,n,O:,=,gj,U,=,r,eI,t,REG.
32,p,&,=,s,I,=,t,eI,t,REG.
16,k,A:,=,s,@,=,r,eI,t,REG.
35,=,=,=,=,I,n,s,E,ns,REG.
41,=,=,=,=,=,=,=,I,ntS,REG.
14,s,I,=,n,@,=,r,eI,t,REG.
11,=,=,=,=,I,n,s,aI,z,REG.
45,=,=,=,=,I,n,s,aI,t,REG.
96,=,=,=,=,I,n,kl,aI,n,REG.
2274,=,=,=,=,I,n,kl,u:,d,REG.
10,k,@,n,v,i:,=,nj,@,ns,REG.
295,k,O:,=,p,@,=,r,eI,t,REG.
4140,=,=,=,=,I,n,kr,i:,s,REG.
48,kr,I,=,m,I,=,n,eI,t,REG.
19,=,I,n,k,V,l,k,eI,t,REG.
112,=,=,=,=,I,n,k,3:,r*,REG.
15,=,=,=,=,I,n,d,E,ks,REG.
1348,=,I,n,d,I,=,k,eI,t,REG.
54,=,=,=,=,I,n,d,aI,t,REG.
28,v,I,=,dZ,U@,=,l,aI,z,REG.
18,d,O,k,tr,I,=,n,eI,t,REG.
282,=,=,=,=,I,n,dj,u:,s,REG.
292,=,=,=,=,I,n,d,V,ldZ,REG.
171,d,V,s,tr,I@,=,l,aI,z,REG.
197,=,=,=,=,I,n,f,E,kt,REG.
78,=,=,=,=,I,n,f,3:,r*,REG.
36,=,=,=,=,I,n,f,E,st,REG.
73,=,I,n,f,I,l,tr,eI,t,REG.
40,=,=,=,=,I,n,fl,eI,m,REG.
59,=,=,=,=,I,n,fl,eI,t,REG.
702,=,=,=,=,I,n,fl,U@,ns,REG.
656,=,=,=,=,I,n,f,O:,m,REG.
22,=,=,=,=,I,n,fr,I,ndZ,REG.
72,fj,U@,=,r,I,=,=,eI,t,REG.
30,=,=,=,=,I,n,fj,u:,z,REG.
14,=,=,=,=,I,n,dZ,E,st,REG.
16,gr,eI,=,S,I,=,=,eI,t,REG.
206,=,I,n,h,&,=,b,I,t,REG.
93,=,=,=,=,I,n,h,eI,l,REG.
435,=,I,n,h,E,=,r,I,t,REG.
170,=,I,n,h,I,=,b,I,t,REG.
10,=,I,=,n,I,=,Sl#,=,=,REG.
263,n,I,=,S,I,=,=,eI,t,REG.
110,=,=,=,=,I,n,dZ,E,kt,REG.
180,=,=,=,=,I,n,dZ,@,r*,REG.
10,=,=,=,=,I,n,l,eI,=,IRREG-@+d.
27,=,I,=,n,@U,=,v,eI,t,REG.
17,=,O,=,kj,U,=,l,eI,t,REG.
464,=,I,n,kw,aI,=,=,@,r*,REG.
64,=,=,=,=,I,n,skr,aI,b,REG.
205,=,=,=,=,I,n,s,3:,t,REG.
10,=,=,=,=,I,n,s,E,t,IRREG-CONV.
10,=,=,=,=,I,n,s,E,t,REG.
32,s,I,=,nj,U,=,=,eI,t,REG.
1393,=,=,=,=,I,n,s,I,st,REG.
374,=,=,=,=,I,n,sp,E,kt,REG.
428,=,I,n,sp,aI,=,=,@,r*,REG.
354,=,=,=,=,I,n,st,O:,l,REG.
39,=,I,n,st,I,=,g,eI,t,REG.
51,=,=,=,=,I,n,st,I,l,REG.
49,=,I,n,st,I,=,tj,u:,t,REG.
71,S,@,=,nl#,=,=,=,=,=,REG.
296,=,=,=,=,I,n,str,V,kt,REG.
104,=,I,n,sj,U,=,l,eI,t,REG.
185,=,=,=,=,I,n,s,V,lt,REG.
70,=,=,=,=,I,n,S,O:,r*,REG.
310,=,I,n,t,I,=,gr,eI,t,REG.
1425,=,=,=,=,I,n,t,E,nd,REG.
171,t,E,n,s,I,=,f,aI,=,REG.
46,=,=,=,=,I,n,t,3:,r*,REG.
81,=,I,n,t,@,=,r,&,kt,REG.
20,=,I,n,t,@,=,s,i:,d,REG.
93,=,I,n,t,@,=,s,E,pt,REG.
136,=,=,=,=,I,n,tr,@,st,REG.
390,=,I,n,t,@,=,f,I@,r*,REG.
41,=,I,n,t,@,=,dZ,E,kt,REG.
11,=,I,n,t,@,=,l,eI,s,REG.
69,=,I,n,t,@,=,l,O,k,REG.
23,t,@,=,m,I,N,gl#,=,=,REG.
37,=,=,=,=,I,n,t,3:,n,REG.
25,t,3:,=,n,@,=,l,aI,z,REG.
12,Sn#,=,=,=,=,=,=,=,=,REG.
21,=,I,n,t,3:,=,p,@U,z,REG.
459,=,I,n,t,3:,=,pr,I,t,REG.
42,t,@,=,r,I,=,l,eI,t,REG.
73,t,E,=,r,@U,=,g,eI,t,REG.
491,=,I,n,t,@,=,r,V,pt,REG.
28,=,I,n,t,@,=,s,E,kt,REG.
51,=,I,n,t,@,=,sp,3:,s,REG.
48,=,I,n,t,@,=,tw,aI,n,REG.
247,=,I,n,t,@,=,v,i:,n,REG.
378,=,I,n,t,@,=,vj,u:,=,REG.
17,=,I,n,t,@,=,w,i:,v,IRREG-i:-@U.
32,=,I,n,t,I,=,m,eI,t,REG.
96,t,I,=,m,I,=,d,eI,t,REG.
62,=,=,=,=,I,n,t,@U,n,REG.
42,t,O,k,s,I,=,k,eI,t,REG.
215,=,=,=,=,I,n,tr,i:,g,REG.
1626,=,I,n,tr,@,=,dj,u:,s,REG.
90,=,=,=,=,I,n,tr,u:,d,REG.
15,=,I,n,tj,u:,=,=,I,t,REG.
27,=,I,=,n,V,n,d,eI,t,REG.
277,=,=,=,=,I,n,v,eI,d,REG.
24,v,&,=,l,I,=,d,eI,t,REG.
594,=,=,=,=,I,n,v,E,nt,REG.
85,=,=,=,=,I,n,v,3:,t,REG.
525,=,=,=,=,I,n,v,E,st,REG.
412,v,E,=,st,I,=,g,eI,t,REG.
32,v,I,=,g,@,=,r,eI,t,REG.
1171,=,=,=,=,I,n,v,aI,t,REG.
144,=,=,=,=,I,n,v,@U,k,REG.
3779,=,=,=,=,I,n,v,O,lv,REG.
21,=,=,=,=,=,=,=,3:,k,REG.
84,=,=,=,=,aI,=,=,@,n,REG.
38,=,I,=,r,I,=,g,eI,t,REG.
366,=,I,=,r,I,=,t,eI,t,REG.
212,=,aI,=,s,@,=,l,eI,t,REG.
684,=,=,=,=,I,=,S,u:,=,REG.
75,=,=,=,=,=,=,=,I,tS,REG.
26,=,aI,=,t,@,=,m,aI,z,REG.
71,=,=,=,=,=,=,dZ,&,b,REG.
16,=,=,=,dZ,&,=,b,@,r*,REG.
55,=,=,=,=,=,=,dZ,eI,l,REG.
199,=,=,=,=,=,=,dZ,&,m,REG.
41,=,=,=,dZ,&,N,gl#,=,=,REG.
36,=,=,=,=,=,=,dZ,A:,r*,REG.
67,=,=,=,=,=,=,dZ,I@,r*,REG.
68,dZ,E,=,p,@,=,d,aI,z,REG.
276,=,=,=,=,=,=,dZ,3:,k,REG.
10,=,=,=,=,=,=,dZ,E,t,REG.
28,dZ,E,=,t,I,=,sn#,=,=,REG.
11,=,=,=,=,=,=,dZ,I,b,REG.
20,=,=,=,=,=,=,dZ,I,g,REG.
21,=,=,=,dZ,I,=,gl#,=,=,REG.
11,=,=,=,=,=,=,dZ,I,lt,REG.
47,=,=,=,dZ,I,N,gl#,=,=,REG.
15,=,=,=,dZ,O,=,k,I,=,REG.
82,=,=,=,=,=,=,dZ,O,g,REG.
12,=,=,=,dZ,O,=,gl#,=,=,REG.
2594,=,=,=,=,=,=,dZ,OI,n,REG.
13,=,=,=,=,=,=,dZ,OI,nt,REG.
202,=,=,=,=,=,=,dZ,@U,k,REG.
56,=,=,=,=,=,=,dZ,@U,lt,REG.
34,=,=,=,=,=,=,dZ,O,S,REG.
91,=,=,=,dZ,O,=,sl#,=,=,REG.
47,=,=,=,=,=,=,dZ,O,t,REG.
40,=,=,=,dZ,3:,=,n,I,=,REG.
718,=,=,=,=,=,=,dZ,V,dZ,REG.
39,=,=,=,dZ,V,=,gl#,=,=,REG.
59,=,=,=,dZ,V,m,bl#,=,=,REG.
1195,=,=,=,=,=,=,dZ,V,mp,REG.
509,dZ,V,=,st,I,=,f,aI,=,REG.
10,dZ,V,k,st,@,=,p,@U,z,REG.
10,=,=,=,=,=,=,k,i:,n,REG.
11794,=,=,=,=,=,=,k,i:,p,IRREG-i:-E+t.
16,=,=,=,=,=,=,k,i:,=,REG.
753,=,=,=,=,=,=,k,I,k,REG.
203,=,=,=,=,=,=,k,I,d,REG.
126,=,=,=,k,I,d,n,&,p,REG.
3756,=,=,=,=,=,=,k,I,l,REG.
41,=,=,=,k,I,n,dl#,=,=,REG.
1056,=,=,=,=,=,=,k,I,s,REG.
52,=,=,=,=,=,=,n,i:,d,REG.
406,=,=,=,=,=,=,n,i:,l,REG.
406,=,=,=,=,=,=,n,i:,l,IRREG-i:-E+t.
42,=,=,=,=,=,=,n,aI,f,REG.
16,=,=,=,=,=,=,n,aI,t,REG.
169,=,=,=,=,=,=,n,I,t,IRREG-CONV.
169,=,=,=,=,=,=,n,I,t,REG.
961,=,=,=,=,=,=,n,O,k,REG.
94,=,=,=,=,=,=,n,O,t,REG.
38013,=,=,=,=,=,=,n,@U,=,IRREG-@U-ju:.
292,=,=,=,l,eI,=,bl#,=,=,REG.
114,=,=,=,l,eI,=,b,@,r*,REG.
82,=,=,=,=,=,=,l,eI,s,REG.
17,l,&,=,s,@,=,r,eI,t,REG.
653,=,=,=,=,=,=,l,&,k,REG.
20,=,=,=,l,&,=,k,@,r*,REG.
27,=,=,=,l,eI,=,dl#,=,=,REG.
62,=,=,=,=,=,=,l,&,g,REG.
11,=,=,=,=,=,=,l,&,m,REG.
55,=,=,=,l,@,=,m,E,nt,REG.
10,l,&,=,m,I,=,n,eI,t,REG.
12,=,=,=,l,&,m,p,u:,n,REG.
18,=,=,=,=,=,=,l,A:,ns,REG.
524,=,=,=,=,=,=,l,&,nd,REG.
38,=,=,=,l,&,n,sk,eI,p,REG.
36,=,=,=,l,&,N,gw,I,S,REG.
70,=,=,=,=,=,=,l,&,p,REG.
74,=,=,=,=,=,=,l,&,ps,REG.
152,=,=,=,=,=,=,l,&,S,REG.
1266,=,=,=,=,=,=,l,A:,st,REG.
34,=,=,=,=,=,=,l,&,tS,REG.
20,=,=,=,l,A:,=,D,@,r*,REG.
16,=,=,=,=,=,=,l,O:,d,REG.
3058,=,=,=,=,=,=,l,A:,f,REG.
702,=,=,=,=,=,=,l,O:,ntS,REG.
38,=,=,=,l,O:,n,d,@,r*,REG.
2167,=,=,=,=,=,=,l,eI,=,IRREG-@+d.
27,=,=,=,l,eI,=,=,@,r*,REG.
10,=,=,=,=,=,=,l,eI,z,REG.
62,=,=,=,=,=,=,l,i:,tS,REG.
5292,=,=,=,=,=,=,l,i:,d,IRREG-i:-E.
37,=,=,=,=,=,=,l,i:,f,REG.
185,=,=,=,=,=,=,l,i:,k,REG.
1290,=,=,=,=,=,=,l,i:,n,REG.
1290,=,=,=,=,=,=,l,i:,n,IRREG-i:-E+t.
549,=,=,=,=,=,=,l,i:,p,REG.
549,=,=,=,=,=,=,l,i:,p,IRREG-i:-E+t.
5524,=,=,=,=,=,=,l,3:,n,REG.
5524,=,=,=,=,=,=,l,3:,n,IRREG-@+t.
46,=,=,=,=,=,=,l,i:,s,REG.
14042,=,=,=,=,=,=,l,i:,v,IRREG-OTHER.
11,=,=,=,l,E,=,vn#,=,=,REG.
193,=,=,=,l,E,k,tS,@,r*,REG.
38,=,=,=,=,=,=,l,I@,r*,REG.
10,=,=,=,=,=,=,l,E,g,REG.
39,l,i:,=,g,@,=,l,aI,z,REG.
48,l,E,=,dZ,I,=,sl,eI,t,REG.
27,dZ,I,=,t,I,=,m,aI,z,REG.
489,=,=,=,=,=,=,l,E,nd,IRREG-d-t.
111,=,=,=,l,E,N,T,@,n,REG.
141,=,=,=,l,E,=,sn#,=,=,REG.
7728,=,=,=,=,=,=,l,E,t,IRREG-CONV.
215,=,=,=,l,E,=,vl#,=,=,REG.
25,=,=,=,l,i:,=,v,@,r*,REG.
49,=,=,=,l,E,=,v,I,=,REG.
18,=,=,=,l,I,=,=,eI,z,REG.
13,b,@,=,r,@,=,l,aI,z,REG.
195,l,I,=,b,@,=,r,eI,t,REG.
80,=,=,=,l,aI,=,s,@,ns,REG.
196,=,=,=,=,=,=,l,I,k,REG.
5362,=,=,=,=,=,=,l,aI,=,IRREG-aI-eI.
366,=,=,=,=,=,=,l,aI,=,REG.
1578,=,=,=,=,=,=,l,I,ft,REG.
15,=,=,=,=,=,=,l,aI,t,REG.
962,=,=,=,=,=,=,l,aI,t,REG.
15,=,=,=,=,=,=,l,aI,t,IRREG-aI-I.
962,=,=,=,=,=,=,l,aI,t,IRREG-aI-I.
78,=,=,=,l,aI,=,tn#,=,=,REG.
5855,=,=,=,=,=,=,l,aI,k,REG.
10,=,=,=,=,=,=,l,I,lt,REG.
10,=,=,=,l,I,m,b,@,r*,REG.
12,=,=,=,=,=,=,l,aI,m,REG.
635,=,=,=,l,I,=,m,I,t,REG.
117,=,=,=,=,=,=,l,I,mp,REG.
511,=,=,=,=,=,=,l,aI,n,REG.
215,=,=,=,l,I,N,g,@,r*,REG.
743,=,=,=,=,=,=,l,I,Nk,REG.
37,l,I,=,kw,I,=,d,eI,t,REG.
11,=,=,=,=,=,=,l,I,sp,REG.
19,=,=,=,=,=,=,l,I,st,REG.
524,=,=,=,=,=,=,l,I,st,REG.
3175,=,=,=,l,I,=,sn#,=,=,REG.
134,=,=,=,l,I,=,t,@,r*,REG.
9371,=,=,=,=,=,=,l,I,v,REG.
493,=,=,=,=,=,=,l,@U,d,REG.
38,=,=,=,=,=,=,l,@U,n,REG.
99,=,=,=,=,=,=,l,@U,D,REG.
25,=,=,=,=,=,=,l,O,b,REG.
73,=,=,=,l,O,=,b,I,=,REG.
49,l,@U,=,k,@,=,l,aI,z,REG.
276,=,=,=,l,@U,=,k,eI,t,REG.
1104,=,=,=,=,=,=,l,O,k,REG.
132,=,=,=,=,=,=,l,O,dZ,REG.
28,=,=,=,=,=,=,l,O,g,REG.
50,=,=,=,l,OI,=,t,@,r*,REG.
90,=,=,=,=,=,=,l,O,l,REG.
556,=,=,=,=,=,=,l,O,N,REG.
24165,=,=,=,=,=,=,l,U,k,REG.
172,=,=,=,=,=,=,l,u:,m,REG.
60,=,=,=,=,=,=,l,u:,p,REG.
44,=,=,=,=,=,=,l,u:,s,REG.
163,=,=,=,l,u:,=,sn#,=,=,REG.
65,=,=,=,=,=,=,l,u:,t,REG.
28,=,=,=,=,=,=,l,O,p,REG.
30,=,=,=,=,=,=,l,@U,p,REG.
6086,=,=,=,=,=,=,l,u:,z,IRREG-OTHER.
62,=,=,=,=,=,=,l,aU,ndZ,REG.
28,=,=,=,l,aU,=,=,@,r*,REG.
4277,=,=,=,=,=,=,l,V,v,REG.
51,=,=,=,=,=,=,l,@U,=,REG.
854,=,=,=,l,@U,=,=,@,r*,REG.
27,l,u:,=,br,I,=,k,eI,t,REG.
45,=,=,=,=,=,=,l,V,g,REG.
50,=,=,=,=,=,=,l,V,l,REG.
78,=,=,=,l,V,m,b,@,r*,REG.
39,=,=,=,=,=,=,l,V,mp,REG.
84,=,=,=,=,=,=,l,V,ntS,REG.
59,=,=,=,=,=,=,l,V,ndZ,REG.
126,=,=,=,=,=,=,l,3:,tS,REG.
95,=,=,=,=,=,=,l,U@,r*,REG.
154,=,=,=,=,=,=,l,3:,k,REG.
31,=,=,=,=,=,=,l,I,ntS,REG.
13,=,=,=,m,@,=,S,i:,n,REG.
41,=,=,=,m,&,=,dn#,=,=,REG.
127,m,&,g,n,I,=,f,aI,=,REG.
65,=,=,=,=,=,=,m,eI,l,REG.
48,=,=,=,=,=,=,m,eI,m,REG.
1713,=,=,=,m,eI,n,t,eI,n,REG.
41842,=,=,=,=,=,=,m,eI,k,IRREG-OTHER.
12,m,&,l,f,V,Nk,Sn#,=,=,REG.
26,=,=,=,m,@,=,l,aI,n,REG.
21,=,=,=,=,=,=,m,O:,lt,REG.
13,=,=,=,m,&,l,tr,i:,t,REG.
120,=,=,=,=,=,=,m,&,n,REG.
10,m,&,=,n,@,=,kl#,=,=,REG.
2289,=,=,=,m,&,=,n,I,dZ,REG.
34,=,=,=,m,&,N,gl#,=,=,REG.
18,m,&,n,h,&,n,dl#,=,=,REG.
24,m,&,=,n,I,=,kj,U@,r*,REG.
123,m,&,=,n,I,=,f,E,st,REG.
237,n,I,=,pj,U,=,l,eI,t,REG.
118,m,@,=,n,u:,=,v,@,r*,REG.
496,nj,U,=,f,&,k,tS,@,r*,REG.
32,=,=,=,m,@,=,nj,U@,r*,REG.
64,=,=,=,=,=,=,m,&,p,REG.
85,=,=,=,=,=,=,m,A:,r*,REG.
29,=,=,=,m,@,=,r,O:,d,REG.
534,=,=,=,=,=,=,m,A:,tS,REG.
14,m,&,=,r,I,=,n,eI,t,REG.
879,=,=,=,=,=,=,m,A:,k,REG.
219,=,=,=,m,A:,=,k,I,t,REG.
26,=,=,=,m,@,=,r,u:,n,REG.
2245,=,=,=,m,&,=,r,I,=,REG.
40,=,=,=,m,A:,=,Sl#,=,=,REG.
26,=,=,=,m,A:,=,t,@,r*,REG.
85,=,=,=,m,A:,=,vl#,=,=,REG.
83,=,=,=,=,=,=,m,&,S,REG.
94,=,=,=,=,=,=,m,A:,sk,REG.
38,m,&,s,k,@,=,r,eI,d,REG.
66,=,=,=,=,=,=,m,&,s,REG.
37,m,&,s,pr,@,=,dj,u:,s,REG.
30,m,&,=,s,@,=,k,@,r*,REG.
70,=,=,=,m,&,=,s,A:,Z,REG.
153,=,=,=,m,A:,=,st,@,r*,REG.
14,m,A:,=,st,@,=,m,aI,nd,REG.
66,m,&,=,st,@,=,b,eI,t,REG.
11,=,=,=,=,=,=,m,&,t,REG.
555,=,=,=,=,=,=,m,&,tS,REG.
129,=,=,=,=,=,=,m,eI,t,REG.
107,t,I@,=,r,I@,=,l,aI,z,REG.
1622,=,=,=,m,&,=,t,@,r*,REG.
149,=,=,=,m,@,=,tj,U@,r*,REG.
53,=,=,=,=,=,=,m,O:,l,REG.
139,m,&,k,s,I,=,m,aI,z,REG.
25802,=,=,=,=,=,=,m,eI,=,IRREG-OTHER.
